ACCT_ID,NPS_SCORE_2015,NPS_SCORE_2016
75456683,2,NA
75941431,2,NA
76147035,2,NA
76267959,2,NA
77273212,2,NA
78188034,2,NA
78923485,2,NA
80004226,2,NA
85231967,2,NA
86567582,2,NA
87551363,2,NA
89272456,2,NA
91645452,2,NA
92528820,2,NA
93468587,2,NA
96387243,2,9
96738249,2,NA
97368866,2,6
98886388,2,8
99171976,2,NA
99185803,2,10
99520096,2,NA
10089726,3,10
11406891,3,NA
12921731,3,3
13408236,3,NA
13797632,3,NA
14292190,3,NA
16842630,3,10
17356103,3,NA
18109511,3,NA
19198820,3,3
19634732,3,NA
20017786,3,NA
20966677,3,8
21640658,3,NA
22611858,3,NA
23330108,3,NA
24464970,3,5
24579785,3,NA
27080811,3,NA
27210007,3,NA
30444333,3,NA
31166156,3,NA
31826610,3,NA
31972825,3,NA
32008246,3,7
32600834,3,NA
32854026,3,NA
33026476,3,NA
33203280,3,2
35077052,3,NA
36222086,3,NA
36299402,3,NA
36457707,3,NA
36980381,3,NA
39385424,3,NA
39877344,3,NA
40469131,3,NA
40979035,3,NA
41594101,3,NA
41668631,3,NA
42731224,3,NA
44072694,3,NA
47083285,3,NA
47560359,3,NA
49775652,3,NA
50815078,3,NA
51874986,3,5
52433209,3,NA
54177501,3,NA
56786819,3,NA
57299693,3,NA
61085213,3,NA
62169801,3,NA
62599493,3,NA
63131259,3,NA
63995894,3,NA
64701209,3,NA
66042632,3,9
66486905,3,9
68097311,3,NA
70889416,3,NA
71216995,3,NA
71399553,3,NA
71409763,3,NA
72968896,3,NA
73972129,3,NA
74024646,3,NA
74085460,3,NA
75715965,3,NA
76598956,3,NA
77036396,3,9
78265366,3,NA
78620711,3,10
78850518,3,NA
80035612,3,NA
80149612,3,NA
81125898,3,NA
81888621,3,NA
82075352,3,NA
82098655,3,NA
82220692,3,NA
82384088,3,NA
82997283,3,NA
83292095,3,8
84187070,3,NA
90235370,3,NA
90297809,3,NA
90397274,3,NA
90840475,3,NA
92598563,3,NA
92817075,3,4
93512815,3,NA
94622298,3,NA
98142770,3,5
98903094,3,NA
99085228,3,9
99559458,3,NA
10827364,4,NA
11715161,4,NA
12453471,4,NA
15074961,4,10
16636753,4,NA
17329482,4,NA
17679493,4,NA
19818652,4,NA
20742196,4,4
23250806,4,NA
27391779,4,NA
27614738,4,NA
28156944,4,7
28692238,4,NA
29410548,4,10
29714305,4,NA
29848894,4,NA
30043116,4,7
31363598,4,NA
33432382,4,NA
35228658,4,8
36006258,4,3
37565976,4,NA
37827542,4,NA
39082295,4,NA
39916406,4,NA
42717914,4,0
42803925,4,NA
43116307,4,NA
44025729,4,NA
44224493,4,NA
47224089,4,NA
48854822,4,NA
49517929,4,NA
50716963,4,7
50885533,4,NA
52259293,4,7
52856358,4,NA
53597988,4,NA
53753220,4,NA
54410444,4,NA
55862403,4,NA
56635501,4,NA
57176437,4,NA
57228972,4,NA
57367841,4,NA
57396885,4,NA
57592689,4,NA
58162944,4,NA
59803229,4,NA
61565552,4,NA
62214168,4,7
62225892,4,NA
63483329,4,NA
63657068,4,NA
64670538,4,NA
65421822,4,7
65669739,4,NA
65993421,4,NA
66607555,4,8
66658103,4,NA
68202711,4,NA
68375037,4,8
68469492,4,6
68884921,4,7
69555534,4,NA
69846290,4,NA
73049957,4,NA
73557870,4,NA
75719853,4,NA
76852571,4,NA
77670166,4,NA
79066356,4,NA
81709668,4,3
82572451,4,NA
83594939,4,8
84353345,4,NA
85038328,4,NA
87862346,4,NA
89539302,4,NA
90365479,4,NA
90770602,4,9
92083203,4,7
92631995,4,NA
93546293,4,NA
93841364,4,NA
93896571,4,NA
94077651,4,8
94555740,4,10
94871297,4,NA
95728380,4,8
98971856,4,NA
10151112,5,NA
10190960,5,NA
10823393,5,NA
14633993,5,NA
14904995,5,NA
15834176,5,NA
16364757,5,NA
16821045,5,NA
17279338,5,9
18065673,5,NA
18178691,5,NA
18264431,5,NA
19564114,5,NA
21341188,5,NA
21670425,5,NA
21999663,5,4
22417160,5,NA
23114343,5,NA
23758488,5,NA
25958494,5,10
26431100,5,NA
26925458,5,NA
27924461,5,NA
31835660,5,NA
32655542,5,NA
32921208,5,NA
33319089,5,10
34224986,5,NA
37679799,5,NA
40626000,5,9
41032459,5,9
42156505,5,NA
42245429,5,3
42270733,5,NA
44275841,5,NA
44346668,5,NA
46146534,5,NA
46813086,5,NA
47443552,5,NA
47597691,5,NA
49142537,5,10
50001340,5,NA
50114374,5,9
52225844,5,NA
56540258,5,NA
57979614,5,NA
59826300,5,NA
59846367,5,NA
59913442,5,NA
63565502,5,10
64645745,5,NA
65765415,5,NA
65803606,5,NA
68385369,5,NA
69005371,5,NA
70660201,5,9
71338979,5,NA
71490931,5,9
72372963,5,NA
72666220,5,9
72723061,5,NA
74573046,5,NA
75068161,5,NA
76989719,5,NA
80469444,5,NA
81384499,5,7
83234154,5,NA
86663037,5,NA
86956707,5,NA
91038240,5,NA
91150739,5,NA
91989075,5,NA
93925379,5,NA
94046555,5,8
94151572,5,NA
94430377,5,NA
94738614,5,NA
95189494,5,9
96964848,5,NA
96981691,5,NA
97672827,5,2
98164965,5,NA
99350982,5,10
11030401,6,NA
11190602,6,NA
11791390,6,NA
12183888,6,NA
12289633,6,NA
12332863,6,NA
12472999,6,NA
12516122,6,NA
13095522,6,NA
15046439,6,NA
17237758,6,NA
18748438,6,6
19161840,6,NA
19280622,6,NA
20400696,6,8
20799259,6,NA
23699121,6,NA
24190799,6,NA
27946085,6,NA
27996999,6,NA
28619941,6,8
28624623,6,NA
29117095,6,NA
30160727,6,NA
30199430,6,NA
30410102,6,NA
30442439,6,NA
30454171,6,NA
30709403,6,NA
31353611,6,1
34082393,6,NA
34128911,6,NA
34651290,6,NA
36156184,6,NA
36488175,6,NA
37360239,6,9
41089502,6,NA
41594377,6,2
42358411,6,NA
42957874,6,NA
43535373,6,NA
44054053,6,10
44672777,6,9
45046256,6,NA
47710245,6,7
47725900,6,NA
47857679,6,NA
48901770,6,NA
49452121,6,NA
49792858,6,NA
50643221,6,10
50736285,6,NA
52736288,6,NA
56430022,6,NA
58148257,6,NA
58510513,6,8
58792146,6,5
61217488,6,NA
61456315,6,NA
66762229,6,8
67270768,6,NA
67404323,6,10
67555484,6,8
70572290,6,9
74248156,6,NA
75243859,6,NA
76758466,6,NA
77798890,6,NA
78531173,6,NA
78910339,6,NA
79161147,6,2
79990504,6,9
81156926,6,NA
81746287,6,NA
82135971,6,NA
82760540,6,7
83884662,6,1
83919769,6,NA
83963151,6,NA
84171159,6,NA
84883382,6,NA
85015354,6,NA
85539660,6,NA
90190806,6,NA
90194248,6,NA
93396146,6,NA
93505827,6,6
93584667,6,NA
94196159,6,NA
94536369,6,NA
95290880,6,NA
95358384,6,7
97651085,6,NA
98112951,6,NA
98423926,6,NA
10180093,7,2
10458858,7,NA
10479161,7,10
10910366,7,NA
11257056,7,NA
11693003,7,10
11850091,7,7
12017826,7,NA
12067939,7,NA
13793252,7,8
14392114,7,NA
14754890,7,NA
14871907,7,NA
15526776,7,NA
15634449,7,NA
16474468,7,NA
16532425,7,NA
16736224,7,7
16736263,7,NA
16756257,7,9
17356563,7,NA
17553360,7,NA
17896253,7,NA
18110205,7,9
19795591,7,NA
20387360,7,NA
21141982,7,NA
21865445,7,NA
21914964,7,NA
21969549,7,NA
22632476,7,NA
22943944,7,NA
23237732,7,NA
23317774,7,NA
23572157,7,NA
23886690,7,NA
24596270,7,NA
25023365,7,NA
25133573,7,8
25303397,7,NA
26432012,7,NA
26554116,7,NA
26558239,7,NA
27099253,7,NA
27480653,7,8
28060464,7,NA
28820898,7,NA
28838413,7,NA
29294859,7,NA
29705411,7,NA
29955238,7,NA
30448168,7,NA
30669948,7,NA
31023208,7,NA
31245506,7,NA
31583162,7,NA
31615256,7,NA
32629831,7,NA
32663247,7,NA
33029602,7,NA
33101696,7,NA
33120855,7,NA
33535329,7,7
33799809,7,1
34069319,7,NA
34846878,7,NA
35096171,7,NA
35243220,7,NA
35938770,7,8
36125682,7,NA
36312047,7,NA
36382450,7,NA
36652215,7,10
37297139,7,NA
37359861,7,NA
37561935,7,NA
37652579,7,NA
38220403,7,7
38650446,7,NA
38665973,7,NA
38862182,7,NA
39268436,7,NA
39429757,7,NA
40346768,7,NA
40975463,7,NA
41149955,7,2
41533785,7,NA
41849410,7,NA
42052405,7,NA
42390663,7,NA
42580407,7,8
43029356,7,NA
43221062,7,NA
43407185,7,NA
43752673,7,NA
43927322,7,NA
44293934,7,7
44321242,7,NA
44366843,7,NA
44882076,7,NA
45068635,7,5
45371195,7,8
46034972,7,NA
46545684,7,NA
47140770,7,NA
47671277,7,9
47821611,7,7
47879839,7,NA
48267721,7,NA
48393337,7,NA
48811578,7,NA
49079815,7,NA
49173130,7,NA
49370858,7,10
49596747,7,NA
49892837,7,NA
49923022,7,NA
50451186,7,NA
50731304,7,NA
50734814,7,NA
50923081,7,NA
51220889,7,8
51249946,7,8
51269663,7,NA
51560237,7,NA
52696994,7,NA
52795461,7,NA
53028863,7,0
53373726,7,NA
53591500,7,NA
53684824,7,7
54156127,7,NA
54311065,7,8
54389378,7,NA
54486944,7,4
54494715,7,7
54538649,7,NA
55454270,7,NA
55577894,7,NA
56866448,7,NA
57465850,7,NA
58236657,7,NA
58670794,7,NA
58894598,7,NA
59177013,7,7
59705015,7,NA
59784874,7,NA
59972385,7,NA
60189786,7,NA
60285854,7,NA
60571469,7,7
60737124,7,NA
61029142,7,NA
61074037,7,8
61164385,7,NA
61346821,7,NA
63132884,7,NA
63165007,7,NA
63575123,7,NA
63798650,7,NA
64280538,7,NA
64308538,7,NA
64406189,7,NA
64553759,7,4
64786020,7,NA
65552078,7,NA
65984359,7,NA
66636502,7,NA
66855750,7,NA
66986230,7,NA
67026105,7,9
67865765,7,NA
68170572,7,NA
68216810,7,1
68489843,7,NA
68495377,7,NA
68710505,7,NA
68898422,7,NA
68973076,7,NA
69001067,7,NA
69411868,7,NA
69850358,7,NA
69973114,7,3
70145314,7,NA
70397938,7,NA
71266076,7,NA
71518665,7,NA
71692806,7,NA
71848989,7,4
73112693,7,NA
73276064,7,NA
73340962,7,NA
73359856,7,NA
73459171,7,NA
73577760,7,NA
74430630,7,NA
75361289,7,NA
76145124,7,NA
76232444,7,NA
76860579,7,NA
76914091,7,NA
77046843,7,NA
77247926,7,NA
77705710,7,NA
77730009,7,NA
78286746,7,2
78367714,7,NA
79055581,7,NA
79498148,7,5
79526500,7,NA
79805015,7,NA
80359792,7,NA
80756568,7,NA
81074781,7,NA
81369467,7,NA
81466228,7,5
81584275,7,NA
82143623,7,NA
82314219,7,8
82315614,7,NA
83182416,7,NA
83348650,7,NA
83390442,7,NA
83502151,7,NA
84026942,7,NA
84420673,7,7
85378802,7,0
85689964,7,NA
86210589,7,NA
86279221,7,9
86792751,7,NA
87590315,7,NA
88381886,7,NA
88403900,7,3
89834997,7,NA
89942977,7,NA
90071792,7,3
90269751,7,7
90854702,7,9
91012141,7,NA
91277713,7,NA
91392249,7,NA
91649572,7,9
91687741,7,NA
92273645,7,NA
92515931,7,NA
92594021,7,NA
92917572,7,10
93552353,7,NA
93614908,7,NA
93666352,7,NA
94443771,7,NA
94951086,7,NA
95192422,7,NA
95426203,7,NA
95549921,7,NA
95551876,7,5
95703793,7,NA
96097411,7,NA
96633108,7,NA
97661212,7,10
97729258,7,NA
98974743,7,NA
99413730,7,NA
99567596,7,NA
10818064,8,NA
11009079,8,NA
11546864,8,NA
11816280,8,NA
12018104,8,NA
12503441,8,NA
12599351,8,NA
13033070,8,NA
13272670,8,NA
13722223,8,NA
14286487,8,NA
14464372,8,7
14589994,8,10
14860810,8,NA
14931997,8,NA
15064476,8,7
15439384,8,7
15515054,8,NA
15743615,8,NA
15865818,8,NA
16833518,8,8
16932196,8,NA
17122099,8,NA
17310004,8,NA
17606139,8,10
19056508,8,NA
19175445,8,NA
19327495,8,NA
19844802,8,9
19913471,8,9
20717116,8,NA
20940344,8,NA
20983059,8,10
21319007,8,5
21447543,8,NA
22108013,8,9
22159240,8,NA
22271038,8,NA
22937884,8,8
23858912,8,NA
24925190,8,NA
25256488,8,NA
25816887,8,NA
25851367,8,NA
26549183,8,NA
26801760,8,NA
27223604,8,NA
27475073,8,NA
28045624,8,NA
28442310,8,9
28520830,8,NA
29290920,8,NA
29601239,8,NA
29767874,8,NA
29923886,8,NA
31303932,8,NA
32304512,8,NA
32726922,8,NA
32747542,8,NA
32944739,8,NA
32989974,8,7
33815538,8,NA
34542521,8,10
34675442,8,NA
34695261,8,NA
35020007,8,NA
35061436,8,6
35258955,8,7
35375385,8,NA
36080672,8,NA
36847812,8,8
36878207,8,NA
36922042,8,NA
36934673,8,NA
37033878,8,NA
37359810,8,NA
37384921,8,7
37638065,8,7
37895189,8,NA
37972104,8,NA
37973984,8,NA
38033090,8,NA
38101711,8,NA
38545926,8,NA
38571771,8,2
38751382,8,NA
39082782,8,NA
39197366,8,NA
39231449,8,NA
39530620,8,NA
40137859,8,NA
40216358,8,NA
40224761,8,NA
40571006,8,9
40617787,8,NA
41164613,8,NA
41319409,8,NA
41972719,8,NA
42083795,8,NA
42331892,8,NA
42678080,8,NA
43981140,8,NA
43981645,8,8
44010125,8,NA
44207299,8,0
44308496,8,NA
44735813,8,NA
44760487,8,NA
44868265,8,NA
45190130,8,7
45192276,8,NA
45256902,8,NA
45668576,8,NA
45684800,8,NA
45746825,8,NA
46137115,8,NA
46451524,8,NA
46559116,8,4
47085816,8,NA
47300004,8,NA
48066808,8,NA
48134210,8,NA
48404084,8,NA
49094460,8,NA
49114170,8,NA
49158840,8,NA
49758248,8,NA
49852944,8,NA
50301878,8,NA
50389865,8,NA
50565811,8,NA
50629691,8,NA
50634774,8,NA
50708487,8,5
50804439,8,9
51008730,8,NA
51119410,8,NA
51249685,8,NA
51297644,8,NA
51361008,8,NA
51791430,8,NA
51809065,8,NA
52558246,8,NA
52683261,8,NA
52735191,8,NA
53245075,8,NA
53704670,8,7
53913080,8,NA
54005998,8,NA
54688566,8,NA
55309042,8,10
55442510,8,NA
56568356,8,7
56718065,8,NA
56792239,8,NA
57204840,8,NA
57783095,8,NA
57908044,8,NA
57931593,8,NA
58360031,8,NA
58824850,8,NA
59352601,8,NA
59763686,8,NA
59891489,8,NA
60419115,8,9
60539298,8,NA
60763443,8,NA
60937019,8,NA
61077920,8,10
61117326,8,10
61295864,8,NA
61467949,8,10
61549451,8,NA
61891770,8,NA
62442589,8,NA
62819159,8,0
63118257,8,9
63607582,8,9
63695399,8,NA
63782668,8,NA
64572423,8,NA
64804163,8,NA
65033529,8,NA
66190905,8,NA
66331992,8,NA
67048814,8,NA
67922539,8,NA
68046286,8,10
68684882,8,NA
68876879,8,NA
69137258,8,NA
69973869,8,NA
70466067,8,NA
71211759,8,NA
71214766,8,NA
71980960,8,NA
72013308,8,NA
72100566,8,8
72413951,8,NA
72622645,8,NA
73108295,8,NA
73741684,8,NA
73745360,8,NA
74117727,8,0
74268832,8,NA
74945237,8,NA
75394951,8,NA
75589777,8,NA
75932293,8,NA
76601580,8,NA
76717760,8,NA
76993995,8,8
77730725,8,NA
77792465,8,NA
77891408,8,NA
78050682,8,NA
78164678,8,NA
78295968,8,NA
78316355,8,NA
78675447,8,NA
79500478,8,NA
79859171,8,NA
80210552,8,NA
80444447,8,9
80520232,8,7
80816638,8,NA
81068582,8,NA
81812660,8,NA
81852256,8,NA
82043358,8,NA
82334458,8,NA
82610494,8,NA
82953066,8,NA
83729657,8,NA
83836917,8,9
84083895,8,NA
84176531,8,NA
84215030,8,NA
84882473,8,7
85633961,8,NA
85739547,8,NA
85936350,8,NA
86421181,8,NA
87040937,8,8
87315793,8,8
87562859,8,NA
87644116,8,NA
88049702,8,NA
88146194,8,NA
88340155,8,NA
89044648,8,NA
89501505,8,NA
89780102,8,9
90090462,8,NA
90460683,8,NA
90594533,8,NA
91089608,8,NA
91426615,8,NA
91555941,8,5
91603257,8,NA
91828625,8,NA
92081955,8,NA
92300605,8,NA
92366986,8,NA
92460108,8,NA
92504138,8,NA
92520314,8,NA
92725217,8,10
93050849,8,NA
93708701,8,NA
94119735,8,NA
94568404,8,NA
94792852,8,NA
95186443,8,NA
95242156,8,NA
95524976,8,NA
95692146,8,NA
95955394,8,7
96807707,8,NA
97031754,8,8
97275012,8,NA
98272412,8,NA
99282033,8,7
99288649,8,NA
99294473,8,NA
99294566,8,NA
99612684,8,NA
99716827,8,NA
99756625,8,NA
10385714,9,NA
10557758,9,NA
10756486,9,NA
10770373,9,NA
10849085,9,NA
10851090,9,NA
11496655,9,NA
11582869,9,NA
11748539,9,NA
11888123,9,2
12097511,9,NA
12144724,9,9
12275634,9,NA
12326018,9,NA
12743204,9,8
13846060,9,7
13932887,9,NA
13942730,9,NA
13972498,9,NA
14005791,9,NA
14165490,9,7
14301090,9,10
14399877,9,NA
14454479,9,7
14533708,9,NA
14855191,9,NA
15146811,9,NA
15319778,9,NA
15539545,9,NA
15622395,9,9
15736038,9,8
16115984,9,NA
16358386,9,NA
16390890,9,NA
16932271,9,10
17833847,9,NA
17953880,9,NA
18199685,9,NA
18372959,9,NA
18489754,9,NA
18552654,9,NA
18637357,9,NA
18880623,9,NA
19032723,9,10
19344212,9,10
19453137,9,NA
19484194,9,NA
19532891,9,NA
19556079,9,NA
19619281,9,NA
19627287,9,10
19651230,9,NA
20032816,9,NA
20310587,9,NA
20405982,9,NA
20593425,9,NA
20698140,9,NA
20704236,9,NA
20934341,9,NA
21168145,9,NA
21384865,9,NA
21703216,9,8
22168253,9,NA
22569915,9,7
23669686,9,3
23757003,9,NA
23942206,9,NA
24280694,9,NA
24794109,9,NA
24843415,9,NA
24969269,9,3
25038960,9,NA
25169315,9,NA
25250829,9,NA
25333726,9,NA
25552051,9,NA
25609069,9,3
25742485,9,NA
25883782,9,NA
26536983,9,NA
26580418,9,NA
26645263,9,NA
26750387,9,NA
27065467,9,NA
27246647,9,NA
27667604,9,NA
28668798,9,1
28854003,9,NA
29153197,9,NA
29304115,9,8
29677571,9,NA
29792484,9,NA
29999561,9,NA
30112671,9,NA
30605574,9,NA
30640592,9,NA
30908079,9,7
30943096,9,NA
31218569,9,NA
31225729,9,NA
31413610,9,NA
31535614,9,NA
31577930,9,6
31646570,9,NA
31682900,9,0
31859071,9,NA
32068721,9,NA
32098022,9,NA
32303130,9,NA
32579453,9,NA
32602604,9,NA
32614937,9,NA
33038700,9,NA
33057164,9,NA
33515087,9,1
33567245,9,NA
33572247,9,NA
33723766,9,NA
34040611,9,NA
34077645,9,NA
34583341,9,NA
34729239,9,9
35125111,9,NA
35314501,9,NA
35372609,9,NA
35514658,9,NA
35561233,9,9
35753951,9,NA
35963383,9,NA
36266588,9,10
36735164,9,NA
36757467,9,NA
37134105,9,NA
37556193,9,NA
37590620,9,10
37719339,9,NA
38995150,9,NA
39203411,9,NA
39347692,9,NA
39348909,9,NA
39739766,9,NA
39847076,9,NA
40156024,9,NA
40187265,9,NA
40425476,9,NA
40654611,9,NA
40670951,9,NA
41073256,9,9
41187086,9,7
41556829,9,NA
41735819,9,9
42711382,9,NA
43021793,9,NA
43392097,9,10
43469584,9,NA
44287856,9,NA
44386908,9,NA
44484050,9,NA
45355090,9,NA
45494649,9,8
45839979,9,NA
45959896,9,NA
45979386,9,NA
45981848,9,NA
46083361,9,NA
46295727,9,NA
46629777,9,NA
47108222,9,NA
47235742,9,NA
47262690,9,10
47979109,9,8
48019504,9,NA
48127246,9,NA
48130166,9,NA
48174077,9,10
48704647,9,NA
48826243,9,8
48973222,9,4
49360630,9,7
49414284,9,NA
49562287,9,9
49911109,9,NA
50037345,9,NA
50267531,9,NA
50310813,9,NA
50381212,9,NA
50451449,9,9
50523603,9,NA
50949509,9,NA
50984038,9,4
51056366,9,NA
51233457,9,NA
51300267,9,NA
51512013,9,NA
52150494,9,NA
52518417,9,NA
52586510,9,NA
52590789,9,10
52892301,9,NA
53498312,9,NA
53878296,9,NA
53930816,9,NA
53983845,9,8
54110472,9,NA
54299413,9,NA
54526111,9,NA
54588545,9,NA
54747348,9,NA
54973319,9,NA
55125695,9,NA
55710660,9,3
55714290,9,NA
55746729,9,NA
55963193,9,10
56125321,9,NA
56685074,9,NA
57097816,9,NA
57102660,9,NA
57263098,9,NA
57736243,9,NA
57967092,9,NA
58266394,9,NA
58550726,9,8
58738812,9,NA
58943063,9,9
59115969,9,NA
59850553,9,NA
59997253,9,4
60019101,9,8
60256660,9,NA
60551187,9,NA
60564855,9,NA
60705149,9,NA
60822309,9,NA
60921406,9,NA
61237683,9,NA
61554233,9,NA
61677221,9,NA
61762950,9,NA
61936564,9,NA
62232758,9,NA
62308069,9,NA
62359312,9,NA
62559655,9,NA
62682637,9,10
62694354,9,NA
62824932,9,NA
62831327,9,NA
62949504,9,NA
63078915,9,NA
63364632,9,NA
63545220,9,NA
63712626,9,NA
63722017,9,NA
63757483,9,NA
64188714,9,NA
64654703,9,NA
64696524,9,NA
64729192,9,6
64841793,9,10
64984971,9,NA
65376424,9,NA
65520176,9,8
65562023,9,NA
66024774,9,NA
66090222,9,NA
66178294,9,NA
66542146,9,NA
66616535,9,2
66814700,9,NA
66966589,9,NA
67090326,9,2
67231393,9,NA
67417353,9,NA
67678423,9,NA
67688342,9,NA
67694429,9,NA
67933148,9,NA
68117319,9,NA
68164178,9,NA
68183911,9,NA
68311483,9,NA
68437075,9,10
68656543,9,NA
68771103,9,NA
68938846,9,NA
69049234,9,NA
69089638,9,NA
69200250,9,NA
69759450,9,NA
70410850,9,NA
70581159,9,NA
70640260,9,9
70714309,9,NA
71196332,9,NA
71253279,9,7
72010528,9,NA
72668299,9,NA
72782370,9,NA
72849480,9,NA
73070449,9,NA
73542469,9,NA
73547438,9,NA
73781743,9,NA
74130570,9,NA
74888044,9,9
74919136,9,NA
75480275,9,NA
75482140,9,NA
75670103,9,NA
76413899,9,NA
76591345,9,NA
76854252,9,NA
77238487,9,7
77254659,9,7
77413759,9,NA
78644700,9,NA
78663571,9,NA
78678971,9,NA
78980809,9,NA
79475766,9,NA
79578608,9,NA
79598906,9,NA
80071558,9,NA
80317066,9,NA
80319390,9,NA
80379557,9,NA
80911458,9,8
81170431,9,NA
81256177,9,10
81343756,9,2
81679089,9,NA
81869269,9,NA
82175654,9,NA
82592961,9,NA
82741699,9,NA
83008615,9,6
83030451,9,2
83052087,9,10
83273931,9,NA
83941631,9,NA
84226702,9,NA
84383751,9,NA
84551561,9,NA
84615179,9,7
84623317,9,NA
84783195,9,NA
85141548,9,NA
85215391,9,NA
85309088,9,7
85405009,9,10
85541769,9,NA
85601478,9,NA
85755790,9,NA
86669235,9,NA
86839614,9,NA
87393248,9,NA
87449937,9,NA
87484581,9,NA
87517688,9,NA
87753823,9,NA
87760352,9,NA
87827990,9,NA
88149548,9,NA
88183421,9,NA
88260511,9,9
88709186,9,NA
88736634,9,NA
88763296,9,NA
88841487,9,NA
88946619,9,9
88988560,9,NA
89041386,9,NA
89141932,9,NA
89206772,9,NA
89406309,9,NA
89505215,9,NA
89576246,9,NA
89833643,9,NA
89941069,9,NA
90130145,9,NA
90649802,9,NA
90699197,9,NA
90738769,9,NA
90987247,9,2
91001528,9,NA
91443951,9,8
91562364,9,NA
91876870,9,9
92567888,9,NA
92799801,9,8
92826329,9,4
93109469,9,NA
93202818,9,NA
93703001,9,NA
93924629,9,10
94019138,9,NA
94118907,9,NA
94345154,9,NA
94377683,9,5
94460696,9,NA
94497440,9,NA
94617623,9,NA
94909739,9,NA
95118703,9,NA
95125535,9,7
95372180,9,NA
95603962,9,NA
95674695,9,NA
95682281,9,NA
95858667,9,6
95893357,9,NA
96116117,9,NA
96337578,9,NA
